sym,fold,variant,entry_time,exit_time,pnl,r_multiple,win,exit_type
NEAR-USDT-SWAP,3,VAR_A,2026-01-06 12:00:00+00:00,2026-01-06 15:00:00+00:00,-112.3212,-1.0204,0,SL
NEAR-USDT-SWAP,4,VAR_A,2026-04-09 16:00:00+00:00,2026-04-09 17:00:00+00:00,-113.4895,-1.0224,0,SL
NEAR-USDT-SWAP,5,VAR_A,2026-05-10 17:00:00+00:00,2026-05-10 19:00:00+00:00,186.6768,2.0,1,TP
ATOM-USDT-SWAP,1,VAR_A,2025-05-10 13:00:00+00:00,2025-05-10 16:00:00+00:00,191.0386,2.0,1,TP
ATOM-USDT-SWAP,1,VAR_A,2025-05-12 14:00:00+00:00,2025-05-12 15:00:00+00:00,-111.4994,-1.0191,0,SL
ATOM-USDT-SWAP,1,VAR_A,2025-07-10 18:00:00+00:00,2025-07-10 21:00:00+00:00,186.2912,2.0,1,TP
ATOM-USDT-SWAP,1,VAR_A,2025-07-21 13:00:00+00:00,2025-07-21 16:00:00+00:00,-115.6588,-1.026,0,SL
ATOM-USDT-SWAP,2,VAR_A,2025-08-10 04:00:00+00:00,2025-08-10 05:00:00+00:00,-120.9742,-1.0349,0,SL
ATOM-USDT-SWAP,3,VAR_A,2026-01-04 10:00:00+00:00,2026-01-04 12:00:00+00:00,187.7005,2.0,1,TP
ATOM-USDT-SWAP,3,VAR_A,2026-01-06 12:00:00+00:00,2026-01-06 13:00:00+00:00,188.2245,2.0,1,TP
ATOM-USDT-SWAP,3,VAR_A,2026-01-08 11:00:00+00:00,2026-01-08 18:00:00+00:00,-112.4005,-1.0206,0,SL
ATOM-USDT-SWAP,3,VAR_A,2026-01-09 13:00:00+00:00,2026-01-09 15:00:00+00:00,190.4851,2.0,1,TP
ATOM-USDT-SWAP,3,VAR_A,2026-01-11 17:00:00+00:00,2026-01-11 20:00:00+00:00,-115.8839,-1.0264,0,SL
SUI-USDT-SWAP,1,VAR_A,2025-05-11 00:00:00+00:00,2025-05-11 01:00:00+00:00,-110.4061,-1.0172,0,SL
SUI-USDT-SWAP,1,VAR_A,2025-07-11 14:00:00+00:00,2025-07-11 15:00:00+00:00,-112.0462,-1.02,0,SL
SUI-USDT-SWAP,1,VAR_A,2025-07-18 05:00:00+00:00,2025-07-18 06:00:00+00:00,-109.5622,-1.0158,0,SL
SUI-USDT-SWAP,3,VAR_A,2026-01-04 01:00:00+00:00,2026-01-04 17:00:00+00:00,189.8211,2.0,1,TP
SUI-USDT-SWAP,3,VAR_A,2026-01-04 18:00:00+00:00,2026-01-04 19:00:00+00:00,-116.1271,-1.0268,0,SL
SUI-USDT-SWAP,3,VAR_A,2026-01-05 02:00:00+00:00,2026-01-05 03:00:00+00:00,-112.4858,-1.0207,0,SL
SUI-USDT-SWAP,5,VAR_A,2026-05-10 01:00:00+00:00,2026-05-10 08:00:00+00:00,191.2575,2.0,1,TP
